volatile acidity,residual sugar,total sulfur dioxide,density,alcohol,quality
0.24,9.5,157,0.99586,10.1,6
0.21,14.8,195,0.99942,8.8,6
0.3,4.6,148,0.99458,11.5,7
0.3,2.1,163,0.9895,12.7,7
0.37,11.6,214,0.9963,9.8,6
0.64,1.2,76,0.9892,12.9,4
0.37,11.6,214,0.9963,9.8,6
0.3,2.1,163,0.9895,12.7,7
0.28,20.15,145,1.00196,8.5,5
0.29,4.7,81,0.99036,12.7,8
0.28,4.3,105,0.989,13.1,8
0.18,14.5,156,0.99947,9.1,5
0.32,4.9,122,0.9916,12.5,6
0.17,14.55,156,0.99945,9.1,6
0.17,14.55,156,0.99945,9.1,6
0.24,10.05,162,0.99375,11.2,6
0.32,4.9,122,0.9916,12.5,6
0.18,14.5,156,0.99947,9.1,5
0.17,14.55,156,0.99945,9.1,6
0.18,15.25,158,0.99946,9.1,6
0.29,3.15,117,0.99153,11.5,5
0.255,1.3,86,0.98834,12.9,7
0.34,5.2,92,0.99138,12.5,6
0.24,1.1,83,0.98928,12.3,6
0.24,7.1,97,0.99246,11.4,6
0.4,8.8,113,0.99576,9.4,5
0.3,18.5,224,0.99956,9.1,5
0.4,8.8,113,0.99576,9.4,5
0.17,1.4,106,0.99026,12,5
0.25,1.2,111,0.99174,11.1,5
0.27,5,97,0.99058,11.8,7
0.16,1.6,106,0.9905,11.4,6
0.3,18.75,224,0.99956,9.1,5
0.15,6,128,0.99192,12.1,8
0.34,9.4,178,0.99554,10.4,6
0.17,9.7,98,0.99536,9.2,6
0.47,4.75,134,0.99056,13,7
0.15,6,128,0.99192,12.1,8
0.21,5.35,106,0.99112,11.5,7
0.21,5.35,106,0.99112,11.5,7
0.24,6.8,134,0.99616,10,5
0.34,6.9,89,0.99266,11.1,6
0.54,1.4,107,0.98918,12.4,5
0.23,0.9,86,0.98926,12.2,6
0.39,1.2,172,0.99114,10.6,5
0.105,1.3,145,0.9912,11.1,7
0.32,2.6,123,0.98936,13.9,7
0.22,12,143,0.9983,9.2,6
0.19,9.85,103,0.99532,10.5,6
0.24,3.85,179,0.99189,11.3,8
0.17,2,111,0.99,12.9,6
0.3,1.6,106,0.98914,12.9,7
0.29,7.8,171,0.99537,9.6,5
0.19,1.9,108,0.99,12.9,6
0.17,2,111,0.99,12.9,6
0.24,10.3,219,0.99742,8.8,5
0.16,1.1,93,0.98884,13.2,8
0.22,12,143,0.9983,9.2,6
0.24,3.85,179,0.99189,11.3,8
0.19,9.85,103,0.99532,10.5,6
0.16,2,131,0.99284,10.5,6
0.3,4,97,0.99026,12.6,8
0.22,1.1,191,0.99297,9.5,6
0.36,10.4,184,0.99711,9.8,6
0.37,6.1,86,0.98934,13.4,8
0.31,1.8,150,0.9913,11.8,7
0.36,10.4,184,0.99711,9.8,6
0.32,4.7,94,0.98964,13.1,7
0.3,4,97,0.99026,12.6,8
0.22,1.1,131,0.992,10.4,5
0.45,6.4,102,0.98944,13.4,8
0.36,8.15,88,0.99031,13,7
0.37,6.1,86,0.98934,13.4,8
0.21,4.8,113,0.99393,10.2,7
0.28,1.2,98,0.9904,11.7,6
0.22,1.1,191,0.99297,9.5,6
0.2,1.4,83,0.99088,11.7,6
0.28,7.4,81,0.99254,11.4,8
0.31,1.8,150,0.9913,11.8,7
0.2,1,111,0.99158,11.2,6
0.28,15.5,134,0.99408,13,7
0.28,15.5,134,0.99408,13,7
0.24,8.4,123,0.99473,10.9,6
0.22,2.4,102,0.98998,11.6,7
0.24,3.95,134,0.99146,11.3,7
0.43,19.95,164,0.99742,12,6
0.3,2,141,0.99273,10.5,6
0.33,3,124,0.98922,13.1,7
0.28,15.5,134,0.99408,13,7
0.24,8.4,123,0.99473,10.9,6
0.29,14.3,181,0.99869,9.1,5
0.33,4.2,93,0.9896,13.4,7
0.16,1.4,133,0.99108,11.5,7
0.2,3,118,0.99134,11.2,7
0.33,4.9,155,0.99385,10.9,6
0.36,2.4,115,0.98936,13.5,7
0.29,14.3,181,0.99869,9.1,5
0.26,10.7,179,0.99606,9.9,6
0.22,11,167,0.99508,10.5,6
0.19,1.4,90,0.99038,11.7,7
0.21,1.2,117,0.99158,11,6
0.35,12.9,63,0.9932,13,6
0.38,10.8,95,0.99164,13.6,6
0.19,1.3,87,0.98987,12.3,7
0.33,2,171,0.98947,13.3,7
0.29,1.8,102,0.98819,13.7,7
0.2,1.2,131,0.99133,11.1,5
0.33,7.5,132,0.99143,13.4,7
0.23,9.7,207,0.99571,9.1,5
0.23,3.8,152,0.99139,11.3,7
0.32,7.2,178,0.99537,9.4,5
0.23,9.7,207,0.99571,9.1,5
0.36,6.3,132,0.99186,11.6,6
0.36,6.3,132,0.99186,11.6,6
0.27,0.8,128,0.98984,12.4,6
0.23,8.6,146,0.9963,9.8,6
0.75,6.3,50,0.99312,11.1,4
0.35,3.1,134,0.9897,13.1,7
0.31,7.2,178,0.9955,9.7,5
0.28,7.1,179,0.99528,9.2,5
0.23,6.4,85,0.99279,11.7,6
0.22,14.7,136,0.99704,10.6,6
0.31,7.2,178,0.9955,9.7,5
0.28,7.1,179,0.99528,9.2,5
0.24,1.9,92,0.9914,10.9,6
0.27,1.2,105,0.99224,10.1,5
0.28,4.8,128,0.99074,12.2,7
0.27,1.2,80,0.98892,12.7,6
0.28,3.4,99,0.98959,13,6
0.26,4.3,123,0.99212,11.2,6
0.23,8.5,153,0.99576,9.4,6
0.33,1.8,159,0.9919,11,6
0.33,1.8,159,0.9919,11,6
0.2,19.5,237,1.00037,9.2,6
0.23,8.5,153,0.99576,9.4,6
0.2,19.9,237,1.00037,9.2,6
0.47,8.3,142,0.992,12.3,6
0.33,1.8,159,0.9919,11,6
0.14,1.1,116,0.99218,10,6
0.22,16.65,110,0.99855,9,6
0.22,16.65,110,0.99855,9,6
0.22,16.65,110,0.99855,9,6
0.2,0.9,87,0.99062,11.1,6
0.14,6.1,123,0.99362,9.9,6
0.21,10.2,112,0.99324,12.2,7
0.2,0.9,87,0.99062,11.1,6
0.22,16.65,110,0.99855,9,6
0.34,3.85,34,0.99098,11.8,4
0.64,4.4,78,0.99036,12.9,6
0.48,4.5,86,0.99398,9,5
0.37,3.2,162,0.9903,12.4,6
0.48,4.5,86,0.99398,9,5
0.64,4.4,78,0.99036,12.9,6
0.25,9.7,85,0.99406,11.2,6
0.38,4.2,112,0.9906,12.6,6
0.26,4.2,80,0.99089,11.5,6
0.15,1.1,93,0.99096,11.3,7
0.25,9.7,85,0.99406,11.2,6
0.26,4.2,80,0.99089,11.5,6
0.655,5.6,31,0.9936,10.5,4
0.38,4.2,112,0.9906,12.6,6
0.31,1.6,87,0.9911,11.9,6
0.17,1.6,119,0.99396,10.1,6
0.18,1.1,112,0.99089,11,7
0.28,14.6,161,0.9968,10.6,5
0.23,2.6,120,0.99138,11.3,7
0.22,1.2,124,0.99098,11.2,4
0.25,7.25,78,0.99238,11.5,7
0.3,6.55,143,0.99244,11.1,5
0.26,7,130,0.99176,12.8,7
0.32,1.5,76,0.98993,12.3,6
0.24,1.4,102,0.9929,10.4,6
0.25,7.25,78,0.99238,11.5,7
0.24,1,104,0.98988,11.7,7
0.28,4.2,158,0.992,10.7,7
0.19,17.5,114,0.99784,9.5,6
0.19,17.5,114,0.99784,9.5,6
0.19,17.5,114,0.99784,9.5,6
0.19,1.5,107,0.99006,12,7
0.28,1.3,186,0.99211,10.8,5
0.28,3.9,158,0.99202,10.7,7
0.28,4.2,158,0.992,10.7,7
0.19,7.6,107,0.99332,10.7,7
0.16,1,123,0.98958,12.1,7
0.17,1.1,108,0.98939,11.9,7
0.19,11.8,137,0.99492,10.8,6
0.2,1.4,169,0.99043,12.3,7
0.39,9.7,226,0.99787,9.4,6
0.12,12.9,88,0.99654,9.9,6
0.295,1.6,140,0.99304,10.4,7
0.26,7.2,137,0.9952,10.4,6
0.32,7.1,122,0.99165,12.6,7
0.36,1.9,69,0.9892,12.5,6
0.35,8.8,167,0.99628,9.4,5
0.38,7.2,151,0.99604,9.2,5
0.14,1.4,90,0.99164,11.2,6
0.16,14.3,149,0.998,9.2,6
0.16,14.3,149,0.998,9.2,6
0.35,8.8,167,0.99628,9.4,5
0.14,1.4,90,0.99164,11.2,6
0.16,1.8,114,0.99226,10.8,6
0.16,14.3,149,0.998,9.2,6
0.38,7.2,151,0.99604,9.2,5
0.24,1.2,95,0.98914,12.5,6
0.32,11.8,188,0.99794,9.3,5
0.29,0.9,117,0.99048,11.4,5
0.27,12.6,118,0.99726,10,7
0.45,26.05,122,1.00295,10.6,6
0.2,4.7,168,0.99278,10.7,7
0.27,12.6,118,0.99726,10,7
0.24,1.2,95,0.98914,12.5,6
0.45,26.05,122,1.00295,10.6,6
0.36,6.1,93,0.99054,12.8,7
0.32,11.8,188,0.99794,9.3,5
0.29,0.9,117,0.99048,11.4,5
0.37,5.6,183,0.99459,9.5,5
0.38,5.3,181,0.99459,9.5,6
0.36,5.7,172,0.9946,9.5,6
0.3,8,124,0.99362,10.8,6
0.3,8,124,0.99362,10.8,6
0.21,17.6,125,0.99966,8.8,6
0.3,8,124,0.99362,10.8,6
0.31,8.8,156,0.99442,11,7
0.58,1.5,96,0.98918,12.4,6
0.26,1.4,66,0.99089,11.3,7
0.3,4.8,127,0.99474,11.2,7
0.29,2.4,89,0.99008,12.5,7
0.13,3.7,99,0.99348,10,6
0.19,4.9,130,0.99283,11,6
0.25,5.7,152,0.99398,10.5,6
0.25,5.7,152,0.99398,10.5,6
0.19,4.9,130,0.99283,11,6
0.24,2,133,0.9908,11.4,7
0.18,5.1,139,0.99165,11.3,6
0.33,4.5,73,0.99076,12.2,7
0.29,3.2,95,0.98942,12.6,7
0.31,6.65,138,0.99244,11.1,5
0.29,1.6,126,0.99058,12.3,6
0.19,4,122,0.99255,10.4,4
0.32,17.75,190,0.99916,8.8,6
0.085,1.4,109,0.99306,9.5,6
0.32,17.75,190,0.99916,8.8,6
0.18,7.2,109,0.99498,10.4,6
0.52,5.7,130,0.99,13,7
0.28,8.5,191,0.99338,12.2,7
0.15,11.4,128,0.99456,10.5,8
0.275,5.4,149,0.9926,10.8,7
0.53,2.7,128,0.98856,13.2,8
0.32,4.3,115,0.98946,13,8
0.22,1.2,152,0.99346,10,6
0.6,1.8,76,0.99268,10.4,4
0.26,1.3,145,0.98944,12.4,6
0.29,5.7,155,0.98976,12.9,8
0.53,2.7,128,0.98856,13.2,8
0.21,11.7,152,0.99523,10.5,7
0.32,4.3,115,0.98946,13,8
0.27,11,82,0.99402,11.2,5
0.37,1.6,102,0.98916,12.7,7
0.21,11.6,155,0.99655,9.4,6
0.3,6.2,95,0.99071,12.9,7
0.41,1.8,74,0.98889,13,8
0.3,1.2,93,0.98742,13.6,7
0.34,1,112,0.99336,9.1,5
0.25,2.4,166,0.992,10.4,6
0.3,1.2,93,0.98742,13.6,7
0.58,8.2,169,0.99275,12.2,6
0.23,18.8,111,1.00044,8.7,5
0.2,9.6,105,0.99444,10.5,7
0.15,12.9,183,0.99742,10.2,6
0.22,9.2,122,0.99228,12.5,8
0.16,1.2,122,0.99058,11.3,7
0.15,12.9,183,0.99742,10.2,6
0.31,8,122,0.99164,12.6,7
0.15,12.9,183,0.99742,10.2,6
0.3,1.6,177,0.99438,9.8,5
0.16,12,98,0.99402,10.8,5
0.21,2.5,186,0.99128,12.5,6
0.22,9.2,122,0.99228,12.5,8
0.21,4.4,150,0.991,11.5,7
0.22,8.8,112,0.9931,11.4,6
0.2,9.6,105,0.99444,10.5,7
0.31,8,122,0.99164,12.6,7
0.23,18.8,111,1.00044,8.7,5
0.15,1.3,146,0.99112,11,6
0.16,1.2,122,0.99058,11.3,7
0.15,12.9,182,0.99742,10.2,6
0.22,1.2,96,0.98961,11.6,6
0.3,1.6,177,0.99438,9.8,5
0.3,1.5,145,0.99344,10.1,5
0.26,18.15,139,0.99904,9.2,5
0.24,13.1,180,0.99884,9.1,6
0.24,13.1,180,0.99884,9.1,6
0.24,13.1,180,0.99884,9.1,6
0.24,13.1,180,0.99884,9.1,6
0.15,1,79,0.98949,11.7,6
0.34,1.6,114,0.99014,12.6,6
0.35,11.8,183,0.99786,9,5
0.31,1.4,141,0.99206,10.1,5
0.67,1,9,0.98722,13.6,5
0.24,13.1,180,0.99884,9.1,6
0.2,10.6,159,0.99666,9.2,5
0.28,10.4,190,0.99754,8.8,5
0.18,1.1,95,0.99272,10,4
0.35,7.4,196,0.99712,9.1,6
0.22,1.2,182,0.99104,11.2,5
0.18,3.4,119,0.99373,9.2,6
0.26,18.15,139,0.99904,9.2,5
0.3,8,200,0.9956,9.5,5
0.34,2.5,152,0.99095,11.9,7
0.3,2,138,0.99382,9.8,5
0.31,2,134,0.99382,9.8,5
0.265,6.9,150,0.99299,10.8,7
0.255,1.2,122,0.99048,11.3,6
0.26,9.4,121,0.99254,12.1,6
0.17,2.9,111,0.9902,11.3,7
0.265,6.9,150,0.99299,10.8,7
0.2,5.4,75,0.99012,13.5,7
0.28,1.3,126,0.99293,10.3,5
0.22,20.8,184,1.00022,9,6
0.34,10.3,166,0.99382,11.6,6
0.28,1.3,126,0.99293,10.3,5
0.19,1.6,116,0.98954,12.5,6
0.21,13.1,125,0.99936,8.6,5
0.22,1.8,74,0.9884,13.4,6
0.32,8,88,0.99144,12.7,4
0.21,1.6,120,0.99324,9.2,5
0.26,1.4,135,0.99174,10.2,6
0.15,14.7,149,0.99792,9,7
0.15,14.7,149,0.99792,9,7
0.15,14.7,149,0.99792,9,7
0.15,14.7,149,0.99792,9,7
0.15,14.7,149,0.99792,9,7
0.15,14.7,149,0.99792,9,7
0.15,14.7,149,0.99792,9,7
0.27,1.8,121,0.99043,11.9,5
0.22,10.6,194,0.99654,9,6
0.24,12.5,134,0.99758,9,5
0.28,6.8,143,0.99374,11,6
0.15,14.7,149,0.99792,9,7
0.17,2.9,108,0.99243,10,5
0.26,1.4,184,0.99216,10.7,5
0.27,1.4,183,0.99215,10.7,5
0.46,2.1,130,0.98953,13.4,8
0.19,7.4,124,0.99278,11,6
0.17,2.9,108,0.99243,10,5
0.26,1.4,184,0.99216,10.7,5
0.27,1.4,183,0.99215,10.7,5
0.19,7.4,124,0.99278,11,6
0.2,5,101,0.99186,11,6
0.17,2.5,98,0.99072,11.1,7
0.2,6.1,40,0.99244,10.9,5
0.39,2.7,80,0.99084,11.5,5
0.46,2.1,130,0.98953,13.4,8
0.4,12.9,186,0.99754,9.4,5
0.4,12.9,186,0.99754,9.4,5
0.4,12.9,186,0.99754,9.4,5
0.24,13.7,134,0.99567,10.6,6
0.4,12.9,186,0.99754,9.4,5
0.27,2.4,143,0.99094,12,4
0.27,9.8,125,0.99532,10.2,6
0.24,13.7,134,0.99567,10.6,6
0.61,1.3,100,0.9874,13.5,5
0.42,12.1,248,0.99794,9.7,5
0.33,6.1,103,0.99122,12.2,6
0.33,7.7,135,0.99226,12.3,5
0.33,6.1,103,0.99122,12.2,6
0.15,1.4,100,0.99099,11.4,7
0.32,7.7,97,0.99134,12.7,7
0.42,12.1,248,0.99794,9.7,5
0.25,6.8,113,0.99338,10.8,6
0.27,9.2,96,0.9938,11,6
0.27,8.3,196,0.9955,9.5,5
0.25,17.4,140,0.99776,10.1,6
0.19,2.7,100,0.98964,13.2,7
0.29,12.8,182,0.99808,8.8,5
0.34,8.2,201,0.99551,9.5,5
0.27,8.1,202,0.99548,9.5,5
0.26,8.2,191,0.99541,9.5,6
0.27,8.3,196,0.9955,9.5,5
0.26,8,197,0.99536,9.5,5
0.25,11.8,133,0.99524,10.4,6
0.32,12,170,0.9961,9.9,6
0.24,1.7,113,0.99224,10,5
0.25,17.4,140,0.99776,10.1,6
0.13,13.9,95,0.99702,9.4,6
0.39,10.7,91,0.99657,9.3,5
0.21,2,138,0.99176,10.9,5
0.3,2.2,177,0.99166,11.4,5
0.2,1.3,49,0.99242,10.3,5
0.18,1.1,57,0.99109,11,6
0.21,2,138,0.99176,10.9,5
0.17,6.4,111,0.99278,10.8,6
0.2,1.3,49,0.99242,10.3,5
0.18,1.1,57,0.99109,11,6
0.39,10.7,91,0.99657,9.3,5
0.21,6.4,113,0.99358,10.2,5
0.21,6.3,109,0.99358,10.2,6
0.17,6.4,111,0.99278,10.8,6
0.26,15.1,162,0.99705,10.5,3
0.28,2,156,0.9912,11.1,5
0.21,2,138,0.99176,10.9,5
0.3,2.2,177,0.99166,11.4,5
0.34,12.1,149,0.99677,10.3,5
0.43,8.8,106,0.99172,12.9,7
0.41,8.8,131,0.9953,9.9,5
0.4,5.1,131,0.99186,11.3,6
0.35,6.8,120,0.99188,11.5,6
0.35,6.8,120,0.99188,11.5,6
0.3,3.7,132,0.99158,10.7,5
0.28,12.2,139,0.99522,10.4,6
0.33,5.7,204,0.99176,12.5,6
0.26,8.1,197,0.99558,9.5,5
0.24,2.5,104,0.9911,11.3,7
0.46,4,88,0.99016,13,6
0.35,6.8,120,0.99188,11.5,6
0.23,1,99,0.98956,11.5,5
0.4,5.1,131,0.99186,11.3,6
0.44,5.8,100,0.99062,13.2,7
0.26,10.6,111,0.99274,11.5,7
0.31,3.5,130,0.993,9.6,5
0.31,3.5,130,0.993,9.6,5
0.15,16.4,110,0.9978,9.7,6
0.41,4.8,142,0.9946,9.2,5
0.31,3.3,113,0.99429,8.4,5
0.27,1.2,103,0.99002,12.4,6
0.27,1.2,103,0.99002,12.4,6
0.41,4.8,142,0.9946,9.2,5
0.31,3.3,113,0.99429,8.4,5
0.37,2.5,84,0.9909,11.7,6
0.21,8.7,191,0.99294,11,6
0.26,1.6,109,0.99044,11.9,6
0.34,4,100,0.98958,13.2,7
0.37,2.5,84,0.9909,11.7,6
0.32,16.2,176,0.9986,9.1,5
0.24,9,109,0.99262,12.6,6
0.32,16.2,176,0.9986,9.1,5
0.39,1.4,90,0.99212,10.5,6
0.31,7,87,0.99628,10.6,5
0.24,9,109,0.99262,12.6,6
0.17,3.1,123,0.98913,13.7,7
0.2,1.5,93,0.99021,12,6
0.32,4.6,120,0.99198,12.5,7
0.12,4.8,110,0.99226,12.1,6
0.18,4.6,137,0.99159,11.3,6
0.2,1.5,93,0.99021,12,6
0.17,2.7,104,0.99224,10.3,6
0.21,6.3,136,0.99068,12.7,6
0.25,7.2,207,0.99587,9.2,5
0.25,7.2,207,0.99587,9.2,5
0.22,12.4,152,0.99728,9.5,6
0.27,6.6,175,0.99364,10.1,6
0.27,6.6,175,0.99364,10.1,6
0.39,4,98,0.99018,13,7
0.31,4.8,101,0.98968,13.1,6
0.23,1.3,113,0.99178,11,6
0.25,7.2,207,0.99587,9.2,5
0.22,11.1,177,0.9961,9.4,6
0.22,12.4,152,0.99728,9.5,6
0.23,9.8,134,0.99534,10.2,6
0.27,6.6,175,0.99364,10.1,6
0.36,13.3,193,0.99864,8.6,4
0.37,11.7,181,0.99776,9,5
0.26,8,194,0.99545,9.6,5
0.22,1.6,98,0.99299,9.9,7
0.22,16.55,135,0.99665,10.5,5
0.28,1.5,98,0.99069,11.4,5
0.35,10.2,170,0.99692,9.4,5
0.73,6.6,65,0.99324,11.1,4
0.28,17.8,111,0.99896,8.9,6
0.28,17.8,111,0.99896,8.9,6
0.2,1.5,129,0.99226,10.8,5
0.33,7.4,143,0.99226,12.2,6
0.28,17.8,111,0.99896,8.9,6
0.24,2,63,0.99076,12.5,6
0.33,7.4,143,0.99226,12.2,6
0.24,2,63,0.99076,12.5,6
0.28,17.8,111,0.99896,8.9,6
0.27,12.1,127,0.9951,10.8,6
0.38,8.2,98,0.99234,11.4,6
0.2,1.5,129,0.99226,10.8,5
0.21,8.7,127,0.99368,10.6,5
0.34,3.5,63,0.9937,9.2,5
0.435,6.4,134,0.99151,12.2,6
0.25,2.1,76,0.99021,12.3,6
0.26,7.7,179,0.99479,10.4,6
0.24,12.3,172,0.9954,10.4,6
0.23,1.3,110,0.99176,11,7
0.21,8.7,127,0.99368,10.6,5
0.34,3.5,63,0.9937,9.2,5
0.65,1.1,10,0.99246,13.5,4
0.22,2.8,65,0.9908,11.4,6
0.27,3.5,69,0.98994,11.5,6
0.455,1.9,106,0.98746,14,7
0.33,3.8,88,0.99028,12.5,7
0.33,3.8,88,0.99028,12.5,7
0.31,2.4,83,0.98867,12.8,7
0.39,4.8,138,0.99174,11.2,7
0.39,4.8,138,0.99174,11.2,7
0.37,6.2,139,0.99021,13.6,6
0.23,1.3,109,0.99304,9.2,6
0.33,3.8,88,0.99028,12.5,7
0.25,1.5,105,0.99154,11.1,6
0.39,4.8,138,0.99174,11.2,7
0.455,1.9,106,0.98746,14,7
0.37,6.2,139,0.99021,13.6,6
0.28,7.9,206,0.9956,9.4,5
0.35,1.6,113,0.98779,14.2,7
0.31,1.4,107,0.98836,13.2,6
0.25,2.6,132,0.99138,11.2,6
0.36,14.8,173,0.99751,10.2,5
0.31,2.4,83,0.98867,12.8,7
0.31,0.9,109,0.99249,10.1,5
0.31,0.9,109,0.99249,10.1,5
0.22,1.2,95,0.99239,10.3,5
0.14,9.9,91,0.99512,9.9,6
0.22,3.9,106,0.99098,11.5,5
0.32,15.6,173,0.99872,9,5
0.32,15.6,173,0.99872,9,5
0.28,1.5,101,0.98894,12.1,6
0.3,1.6,106,0.988245,13.3,6
0.22,7.8,116,0.99326,11.5,8
0.31,5.6,67,0.99328,11,4
0.27,1.3,84,0.99222,10.7,6
0.46,16.7,184,0.99898,9.4,5
0.23,7.95,108,0.99486,10.3,6
0.36,6.7,151,0.99528,9.3,5
0.18,1.1,92,0.99062,12,6
0.27,6.3,159,0.99282,11,6
0.4,8.9,148,0.996,9.3,5
0.345,1,143,0.99138,10.1,5
0.23,1.5,106,0.99166,11.1,6
0.2,6.6,113,0.99408,9.9,6
0.27,6.2,161,0.99281,11,6
0.27,6.3,159,0.99282,11,6
0.3,2.1,127,0.98964,12.5,6
0.3,2.2,142,0.98952,12.7,7
0.14,5.4,105,0.99469,9.3,5
0.4,8.9,148,0.996,9.3,5
0.345,1,143,0.99138,10.1,5
0.33,17.9,161,0.9991,8.8,5
0.16,2.6,90,0.99047,11.2,6
0.22,1.3,122,0.99178,10.8,7
0.33,17.9,161,0.9991,8.8,5
0.16,2.6,90,0.99047,11.2,6
0.24,2.3,145,0.99207,10.3,5
0.31,4.3,87,0.99152,12,5
0.185,7.1,110,0.99438,9.5,6
0.185,7.1,110,0.99438,9.5,6
0.43,11.9,159,0.99622,9.8,6
0.39,11.7,170,0.99773,9,5
0.58,5.8,118,0.99088,13,7
0.34,3.8,116,0.99108,11.8,7
0.35,12.4,176.5,0.99803,8.8,5
0.38,6.5,102,0.99304,11.2,4
0.185,7.1,110,0.99438,9.5,6
0.27,7.6,200,0.99548,9.4,4
0.29,7.9,192,0.99551,9.5,6
0.17,2.8,125,0.99152,10.4,6
0.18,10.6,143,0.99572,9.8,7
0.17,2.8,125,0.99152,10.4,6
0.37,1.5,98,0.99244,10.3,6
0.27,7.6,200,0.99548,9.4,4
0.29,7.9,192,0.99551,9.5,6
0.24,1.7,134,0.9903,11.9,7
0.32,7.6,124,0.99162,12.8,7
0.27,7.5,117,0.99116,13,6
0.29,1.7,192,0.9922,10.4,7
0.29,1.7,193,0.99223,10.4,6
0.22,12.1,135,0.99481,10.7,5
0.22,4.5,157,0.9928,10.7,7
0.24,1.7,134,0.9903,11.9,7
0.23,8,101,0.99429,10.4,6
0.32,7.6,124,0.99162,12.8,7
0.11,8.6,104,0.99454,9.9,6
0.11,8.6,104,0.99454,9.9,6
0.23,14.6,223,0.99863,9.4,6
0.2,1.6,129,0.991,11.4,6
0.11,8.6,104,0.99454,9.9,6
0.23,14.6,223,0.99863,9.4,6
0.2,1.1,104,0.99317,9.2,5
0.19,3.7,76,0.99173,10.5,7
0.28,8.9,111,0.99455,11,7
0.28,8.9,111,0.99455,11,7
0.37,4.7,127,0.99186,12.1,5
0.28,8.9,111,0.99455,11,7
0.26,3.1,144,0.98944,12.8,7
0.24,5.8,120,0.9942,10.5,6
0.24,5.8,120,0.9942,10.5,6
0.24,5.8,120,0.9942,10.5,6
0.25,1,122,0.99238,9.5,5
0.25,15.8,94,0.99782,9.2,6
0.14,1.5,117,0.99111,11.1,6
0.38,5.2,112,0.99067,12.3,7
0.14,1.5,117,0.99111,11.1,6
0.15,2.5,51,0.98878,12.6,6
0.25,1,122,0.99238,9.5,5
0.25,15.8,94,0.99782,9.2,6
0.22,5.9,152,0.9938,10.8,6
0.21,3.1,122,0.99143,11.3,6
0.26,3.1,144,0.98944,12.8,7
0.24,5.8,120,0.9942,10.5,6
0.46,11.5,171,0.99588,9.8,6
0.18,18,183,1.00038,8.5,6
0.32,4.8,97,0.99424,9.3,5
0.4,8.5,151,0.99626,9.2,5
0.23,1.6,115,0.99076,11.4,6
0.18,18,183,1.00038,8.5,6
0.32,4.8,97,0.99424,9.3,5
0.37,5.9,91,0.99536,8.4,4
0.23,1.1,100,0.99318,9.2,5
0.4,8.5,151,0.99626,9.2,5
0.19,13.1,151,0.99726,10.4,6
0.28,4.1,147,0.99126,11.6,6
0.32,2.9,94,0.98998,12.4,6
0.19,13.1,151,0.99726,10.4,6
0.26,1.1,176,0.99304,9.3,5
0.25,1.5,81,0.9892,12.2,6
0.28,7.75,139,0.99296,11,6
0.19,1.15,105,0.99047,11.4,5
0.29,1,120,0.9924,9.5,5
0.27,17.8,116,0.9989,9.2,5
0.26,5.7,125,0.99338,11.1,6
0.27,17.8,116,0.9989,9.2,5
0.2,7.4,172,0.99404,11,6
0.33,1.4,177,0.99287,9.9,5
0.34,1.4,176,0.99286,9.9,5
0.29,1,120,0.9924,9.5,5
1.1,4.4,109,0.99058,12.4,4
0.24,1.6,185,0.9934,9.4,5
0.24,7.9,149,0.99545,9.3,5
0.16,15.5,135,0.9984,8.7,7
0.16,15.5,135,0.9984,8.7,7
0.16,15.5,135,0.9984,8.7,7
0.16,15.5,135,0.9984,8.7,7
0.17,17.55,154,0.99971,9,7
0.19,13.5,118,0.99546,10.7,6
0.19,13.5,118,0.99546,10.7,6
0.16,1.3,98,0.99058,11.3,6
0.16,15.5,135,0.9984,8.7,7
0.3,11.6,97,0.99314,11.7,6
0.24,7.9,149,0.99545,9.3,5
0.16,15.5,135,0.9984,8.7,7
0.17,17.55,154,0.99971,9,7
0.3,11.6,97,0.99314,11.7,6
0.43,13.15,131,0.99565,10.7,5
0.17,1.9,110,0.99056,11.4,6
0.19,13.5,118,0.99546,10.7,6
0.16,1.3,98,0.99058,11.3,6
0.41,6.1,70,0.99362,10,5
0.41,6.1,70,0.99362,10,5
0.36,1.9,119,0.99196,11.2,6
0.17,1.9,130,0.99255,9.7,5
0.28,1.6,85,0.99027,12.5,5
0.5,11.3,110,0.99302,12.9,8
0.44,8.4,160,0.99257,11.8,6
0.38,8.3,166,0.99506,10.6,5
0.44,8.4,160,0.99257,11.8,6
0.24,12.2,133,0.9952,10.7,6
0.28,8,162,0.99498,9.9,5
0.26,1.3,76,0.9903,12,6
0.16,12.7,163,0.99706,10.4,7
0.36,1.3,107,0.99398,8.5,5
0.35,10.5,82,0.99588,9.9,4
0.25,12.5,120,0.99691,9.4,6
0.37,9.6,134,0.99608,10.4,5
0.25,1.5,108,0.99142,11,6
0.23,1.5,110,0.99138,11,6
0.265,7.8,91,0.99432,10.4,6
0.25,10.8,116,0.99592,9.8,6
0.25,12.5,106,0.99691,9.4,6
0.23,8.6,142,0.99432,10.6,6
0.3,1.2,185,0.99266,10.1,5
0.33,14.5,96,0.99456,11.5,8
0.26,3.7,73,0.9915,11.4,6
0.2,1.1,93,0.99322,9.2,6
0.21,1.1,101,0.9927,9.7,6
0.25,3.8,79,0.99173,11.3,6
0.27,4.6,127,0.99412,9.6,6
0.24,10.2,179,0.99666,8.9,6
0.14,7.9,82,0.99425,10,6
